dataset,run,arraylength,time,cputime,memory
duplicates_10000,8,10000,1.00,0.00,1654.12
duplicates_10000,9,10000,1.18,0.00,1654.12
duplicates_10000,10,10000,1.19,0.00,1654.12
duplicates_10000,11,10000,1.07,0.00,1654.12
duplicates_10000,12,10000,1.20,0.00,1654.12
duplicates_10000,13,10000,1.20,0.00,1654.12
duplicates_10000,14,10000,1.98,0.00,1654.12
duplicates_10000,15,10000,1.83,0.00,1654.12
duplicates_10000,16,10000,1.07,0.00,1654.12
duplicates_10000,17,10000,1.10,0.00,1654.12
duplicates_10000,18,10000,1.26,0.00,1654.12
duplicates_10000,19,10000,1.77,0.00,1654.12
duplicates_10000,20,10000,1.13,0.00,1654.12
duplicates_10000,21,10000,1.14,0.00,1654.12
duplicates_10000,22,10000,1.03,0.00,1654.12
duplicates_10000,23,10000,1.00,0.00,1654.12
duplicates_10000,24,10000,1.12,0.00,1654.12
duplicates_10000,25,10000,1.22,0.00,1654.12
duplicates_10000,26,10000,1.13,0.00,1654.12
duplicates_10000,27,10000,1.79,0.00,1654.12
duplicates_10000,28,10000,1.06,0.00,1654.12
duplicates_10000,29,10000,1.11,0.00,1654.12
duplicates_10000,30,10000,2.04,0.00,1654.12
duplicates_50000,1,50000,6.08,0.00,916.23
duplicates_50000,2,50000,5.94,0.00,882.07
duplicates_50000,3,50000,6.35,15.63,889.13
duplicates_50000,4,50000,6.56,15.63,877.24
duplicates_50000,5,50000,11.26,15.63,888.48
duplicates_50000,6,50000,5.97,15.63,877.49
duplicates_50000,7,50000,6.08,0.00,888.64
duplicates_50000,8,50000,5.45,15.63,877.52
duplicates_50000,9,50000,5.57,0.00,888.59
duplicates_50000,10,50000,6.19,0.00,877.52
duplicates_50000,11,50000,6.41,0.00,888.59
duplicates_50000,12,50000,6.29,0.00,877.52
duplicates_50000,13,50000,6.00,0.00,923.12
duplicates_50000,14,50000,5.98,0.00,2962.84
duplicates_50000,15,50000,5.41,0.00,2970.19
duplicates_50000,16,50000,6.38,0.00,2969.59
duplicates_50000,17,50000,5.66,0.00,2971.08
duplicates_50000,18,50000,6.02,15.63,2942.73
duplicates_50000,19,50000,5.47,15.63,910.67
duplicates_50000,20,50000,5.94,0.00,881.23
duplicates_50000,21,50000,5.41,15.63,876.58
duplicates_50000,22,50000,6.10,15.63,886.65
duplicates_50000,23,50000,5.37,0.00,877.26
duplicates_50000,24,50000,6.03,0.00,887.34
duplicates_50000,25,50000,6.27,15.63,994.52
duplicates_50000,26,50000,5.88,0.00,895.45
duplicates_50000,27,50000,8.48,15.63,927.38
duplicates_50000,28,50000,5.99,15.63,888.30
duplicates_50000,29,50000,5.58,15.63,877.41
duplicates_50000,30,50000,7.05,0.00,888.80
