dataset,run,arraylength,time,cputime,memory
duplicates_50000,20,50000,3248.91,3203.13,0.00
duplicates_50000,21,50000,3304.77,3234.38,0.00
duplicates_50000,22,50000,3249.90,3218.75,0.00
duplicates_50000,23,50000,3259.05,3218.75,0.00
duplicates_50000,24,50000,3200.41,3156.25,0.00
duplicates_50000,25,50000,3215.13,3171.88,0.00
duplicates_50000,26,50000,3237.20,3187.50,0.00
duplicates_50000,27,50000,3220.50,3156.25,0.00
duplicates_50000,28,50000,3198.24,3140.63,0.00
duplicates_50000,29,50000,3272.52,3218.75,0.00
duplicates_50000,30,50000,3235.57,3187.50,0.00
